rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
6.0,Choppy and Distracting Direction,dfields-46972,"Feb 17, 2024",,choppi distract direct,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('choppi', 'nsubj', 'distract')]","[('choppi', 'nsubj', 'distract'), ('distract', 'ROOT', 'distract'), ('direct', 'advmod', 'distract')]",{}
10.0,Exceptional,craigkeiran-62574,"Jul 27, 2023",,except,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('except', 'ROOT', 'except')]",{}
7.0,Not bad but not great either,a-clinch1,"Jul 22, 2023",,bad great either,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('bad', 'advmod', 'great'), ('great', 'ROOT', 'great'), ('either', 'advmod', 'great')]",{}
4.0,"Nolan tries his best, but it's still just a biography",parrothugger,"Jul 22, 2023",,nolan tri best still biographi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'nsubj', 'tri')]","[('nolan', 'nsubj', 'tri'), ('tri', 'ROOT', 'tri'), ('best', 'advmod', 'tri'), ('still', 'advmod', 'biographi'), ('biographi', 'punct', 'tri')]",{'PERSON': 1}
9.0,All best with two exception,ansakhadeo,"Jul 22, 2023",,best two except,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('best', 'ROOT', 'best'), ('two', 'dobj', 'best'), ('except', 'prep', 'best')]",{'CARDINAL': 1}
10.0,Nolan masterclass,montyhulbert-46280,"Aug 1, 2023",,nolan masterclass,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan masterclass', 'ROOT', 'masterclass')]","[('nolan', 'compound', 'masterclass'), ('masterclass', 'ROOT', 'masterclass')]",{}
9.0,One of Nolan's best and perhaps his most personal & important film,ameyoak55,"Jul 21, 2023",,one nolan best perhap person import film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one nolan best perhap person import film', 'ROOT', 'film')]","[('one', 'nummod', 'person'), ('nolan', 'nmod', 'person'), ('best', 'amod', 'person'), ('perhap', 'compound', 'person'), ('person', 'compound', 'film'), ('import', 'compound', 'film'), ('film', 'ROOT', 'film')]",{'CARDINAL': 1}
10.0,Nolan's epic effort,mrpavock,"Nov 16, 2023",,nolan epic effort,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan epic effort', 'ROOT', 'effort')]","[('nolan', 'compound', 'effort'), ('epic', 'amod', 'effort'), ('effort', 'ROOT', 'effort')]",{}
10.0,A captivating and complex film about one of the history's most influential figures,kazar-rimaa,"Jul 30, 2023",,captiv complex film one histori influenti figur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('captiv complex film one histori influenti figur', 'ROOT', 'figur')]","[('captiv', 'compound', 'figur'), ('complex', 'amod', 'figur'), ('film', 'nmod', 'figur'), ('one', 'nummod', 'figur'), ('histori', 'compound', 'influenti'), ('influenti', 'compound', 'figur'), ('figur', 'ROOT', 'figur')]",{}
10.0,A Masterpiece,emresaat,"Jul 30, 2023",,masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec')]",{}
7.0,It's a mixed bag from Nolan...,keriso,"Jul 24, 2023",,mix bag nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bag nolan', 'dobj', 'mix')]","[('mix', 'ROOT', 'mix'), ('bag', 'compound', 'nolan'), ('nolan', 'dobj', 'mix')]",{}
9.0,SUCH A GREAT MOVIE,SAMAELSATANA,"Jun 17, 2024",,great movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great movi', 'ROOT', 'movi')]","[('great', 'amod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
6.0,Going against the grain here,togas-35777,"Jul 30, 2023",,go grain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('go', 'ROOT', 'go'), ('grain', 'npadvmod', 'go')]",{}
5.0,What is the main theme of this film?,ikoos-1975,"Sep 2, 2023",,main theme film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('main theme film', 'ROOT', 'film')]","[('main', 'amod', 'film'), ('theme', 'compound', 'film'), ('film', 'ROOT', 'film')]",{}
8.0,Not the Bomb; Good Entertainment,Jephy1,"Jul 25, 2023",,bomb good entertain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good entertain', 'dobj', 'bomb')]","[('bomb', 'ROOT', 'bomb'), ('good', 'amod', 'entertain'), ('entertain', 'dobj', 'bomb')]",{}
9.0,A very good movie but not for all,gianfrydt,"Nov 17, 2023",,good movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good movi', 'ROOT', 'movi')]","[('good', 'amod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
9.0,"Amazing and Intriguing, With A Slight Downside",TrumanGire,"Mar 28, 2024",,amaz intrigu slight downsid,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('slight downsid', 'dobj', 'intrigu')]","[('amaz', 'advmod', 'intrigu'), ('intrigu', 'ROOT', 'intrigu'), ('slight', 'amod', 'downsid'), ('downsid', 'dobj', 'intrigu')]",{}
10.0,"Nolan, at his absolute highest of his capacity.",anirbanshanker-das,"Jul 30, 2023",,nolan absolut highest capac,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'nsubj', 'absolut'), ('highest capac', 'dobj', 'absolut')]","[('nolan', 'nsubj', 'absolut'), ('absolut', 'ROOT', 'absolut'), ('highest', 'amod', 'capac'), ('capac', 'dobj', 'absolut')]",{'PERSON': 1}
8.0,"A brilliant film that some may find ""boring""",viktorrudik,"Jul 22, 2023",,brilliant film may find bore,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliant film', 'nsubj', 'find'), ('bore', 'dobj', 'find')]","[('brilliant', 'amod', 'film'), ('film', 'nsubj', 'find'), ('may', 'aux', 'find'), ('find', 'ROOT', 'find'), ('bore', 'dobj', 'find')]",{}
10.0,Phenomenal,manishvs-02317,"Jul 30, 2023",,phenomen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('phenomen', 'ROOT', 'phenomen')]","[('phenomen', 'ROOT', 'phenomen')]",{}
6.0,"Well acted, well shot, but falls short",joshwb-31737,"Aug 1, 2023",,well act well shot fall short,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('well', 'intj', 'shot'), ('act', 'nsubj', 'shot'), ('well', 'advmod', 'shot'), ('shot', 'ROOT', 'shot'), ('fall', 'npadvmod', 'shot'), ('short', 'advmod', 'shot')]",{}
10.0,The greatest movie of this year,bcing-81860,"Jul 25, 2023",,greatest movi year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest movi year', 'ROOT', 'year')]","[('greatest', 'amod', 'movi'), ('movi', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
7.0,Too long and uneven,ericjoly-64324,"Jul 23, 2023",,long uneven,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('long', 'advmod', 'uneven'), ('uneven', 'ROOT', 'uneven')]",{}
8.0,Complicated movie about a complicated man,sjw1029,"Mar 7, 2024",,complic movi complic man,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('complic movi complic man', 'ROOT', 'man')]","[('complic', 'compound', 'movi'), ('movi', 'compound', 'man'), ('complic', 'amod', 'man'), ('man', 'ROOT', 'man')]",{'ORG': 1}
8.0,Murphy is Brilliant!,cindyrasmuson,"Jan 2, 2024",,murphi brilliant,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('murphi', 'compound', 'brilliant'), ('brilliant', 'ROOT', 'brilliant')]",{}
10.0,Nolan's Magnum Opus,topherdrewpg,"Jul 23, 2023",,nolan magnum opu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan magnum opu', 'ROOT', 'opu')]","[('nolan', 'compound', 'magnum'), ('magnum', 'compound', 'opu'), ('opu', 'ROOT', 'opu')]",{'ORG': 1}
10.0,Nolan's best so far,shoebsaad,"Jul 21, 2023",,nolan best far,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'ROOT', 'nolan')]","[('nolan', 'ROOT', 'nolan'), ('best', 'advmod', 'far'), ('far', 'advmod', 'nolan')]",{}
10.0,'Classic Nolan Art',Filmwalla,"Jul 21, 2023",,classic nolan art,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('classic nolan art', 'ROOT', 'art')]","[('classic', 'amod', 'art'), ('nolan', 'compound', 'art'), ('art', 'ROOT', 'art')]",{}
7.0,Strong movie. Not the story I wanted to see.,martin-hristov-92,"Jul 23, 2023",,strong movi stori want see,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('strong movi stori', 'nsubj', 'want')]","[('strong', 'amod', 'stori'), ('movi', 'compound', 'stori'), ('stori', 'nsubj', 'want'), ('want', 'ROOT', 'want'), ('see', 'xcomp', 'want')]",{}
10.0,A masterpiece in every sense of the word.,rwdelos5517,"Jul 21, 2023",,masterpiec everi sen word,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec everi sen word', 'ROOT', 'word')]","[('masterpiec', 'compound', 'word'), ('everi', 'amod', 'word'), ('sen', 'compound', 'word'), ('word', 'ROOT', 'word')]",{'PERSON': 1}
7.0,Long Winded,bigham69,"Jul 25, 2023",,long wind,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('long wind', 'ROOT', 'wind')]","[('long', 'amod', 'wind'), ('wind', 'ROOT', 'wind')]",{}
2.0,Boring!,cubuwu-27036,"Aug 24, 2023",,bore,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bore', 'ROOT', 'bore')]","[('bore', 'ROOT', 'bore')]",{}
10.0,Christopher Nolan DELIVERS,ryanfitzg,"Jul 21, 2023",,christoph nolan deliv,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan deliv', 'ROOT', 'deliv')]","[('christoph', 'compound', 'nolan'), ('nolan', 'compound', 'deliv'), ('deliv', 'ROOT', 'deliv')]",{'ORG': 1}
10.0,Easily the Greatest Film of the Year,prescottstauffer,"Jul 21, 2023",,easili greatest film year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('easili greatest film year', 'ROOT', 'year')]","[('easili', 'compound', 'year'), ('greatest', 'amod', 'film'), ('film', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
10.0,Intellectually Stimulating,joshjob,"Jul 26, 2023",,intellectu stimul,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('intellectu stimul', 'ROOT', 'stimul')]","[('intellectu', 'compound', 'stimul'), ('stimul', 'ROOT', 'stimul')]",{}
9.0,"An exceptional film, the best in years",mts43,"Jan 31, 2024",,except film best year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('film best year', 'pobj', 'except')]","[('except', 'ROOT', 'except'), ('film', 'nmod', 'year'), ('best', 'amod', 'year'), ('year', 'pobj', 'except')]",{}
10.0,Spectacular Film.,roxy3499-736-472522,"Dec 26, 2023",,spectacular film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spectacular film', 'ROOT', 'film')]","[('spectacular', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
10.0,Extraordinary,radders_007,"Jul 20, 2023",,extraordinari,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('extraordinari', 'ROOT', 'extraordinari')]","[('extraordinari', 'ROOT', 'extraordinari')]",{}
6.0,"If you're seeking action, drama and CGI, move on.",richardhayes-47287,"Aug 25, 2023",,your seek action drama cgi move,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('your seek action drama', 'nsubj', 'move'), ('cgi', 'nsubj', 'move')]","[('your', 'poss', 'drama'), ('seek', 'compound', 'action'), ('action', 'compound', 'drama'), ('drama', 'nsubj', 'move'), ('cgi', 'nsubj', 'move'), ('move', 'ROOT', 'move')]",{}
9.0,I certainly hope this film will be a wake-up call,karifreyr03,"Jul 20, 2023",,certainli hope film wakeup call,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('certainli hope film wakeup call', 'ROOT', 'call')]","[('certainli', 'compound', 'hope'), ('hope', 'compound', 'film'), ('film', 'compound', 'call'), ('wakeup', 'compound', 'call'), ('call', 'ROOT', 'call')]",{}
7.0,To Looooonnnngggg,davidjacomb-47990,"Aug 7, 2023",,looooonnnngggg,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('looooonnnngggg', 'ROOT', 'looooonnnngggg')]","[('looooonnnngggg', 'ROOT', 'looooonnnngggg')]",{}
4.0,"Movie for Netflix not for Cinema, Disappointing",abdulqadirpk,"Aug 21, 2023",,movi netflix cinema disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi netflix cinema disappoint', 'ROOT', 'disappoint')]","[('movi', 'compound', 'cinema'), ('netflix', 'compound', 'cinema'), ('cinema', 'compound', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
9.0,Just got amazed,sosrivi,"Jul 20, 2023",,got amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('got', 'ROOT', 'got'), ('amaz', 'advmod', 'got')]",{}
10.0,The Father Of The Atomic Bomb,A7medSalah,"Jul 19, 2023",,father atom bomb,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('father atom bomb', 'ROOT', 'bomb')]","[('father', 'compound', 'bomb'), ('atom', 'compound', 'bomb'), ('bomb', 'ROOT', 'bomb')]",{}
10.0,Cinema,NS-movie-reviews,"Jul 29, 2023",,cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinema', 'ROOT', 'cinema')]","[('cinema', 'ROOT', 'cinema')]",{}
10.0,Movie Of The Year 2023,ZeddaZogenau,"Dec 10, 2023",,movi year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi year', 'ROOT', 'year')]","[('movi', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
10.0,Nolan's Magnum Opus: A Cinephile's Wet Dream,reelscope,"Aug 7, 2023",,nolan magnum opu cinephil wet dream,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan magnum opu cinephil wet dream', 'ROOT', 'dream')]","[('nolan', 'nmod', 'cinephil'), ('magnum', 'nmod', 'cinephil'), ('opu', 'amod', 'cinephil'), ('cinephil', 'compound', 'dream'), ('wet', 'amod', 'dream'), ('dream', 'ROOT', 'dream')]",{'ORG': 1}
10.0,A will forever remember the first time I watched Oppenheimer,fluna_cuevas,"Jul 21, 2023",,forev rememb first time watch oppenheim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim', 'dobj', 'watch')]","[('forev', 'amod', 'time'), ('rememb', 'amod', 'time'), ('first', 'amod', 'time'), ('time', 'npadvmod', 'watch'), ('watch', 'ROOT', 'watch'), ('oppenheim', 'dobj', 'watch')]","{'ORDINAL': 1, 'GPE': 1}"
1.0,"BORING! Not a movie, but a self-indulgent 3hr trailer at best.",asnare,"Jun 11, 2024",,bore movi selfindulg hr trailer best,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bore movi selfindulg hr trailer', 'ROOT', 'trailer')]","[('bore', 'compound', 'movi'), ('movi', 'compound', 'trailer'), ('selfindulg', 'amod', 'trailer'), ('hr', 'compound', 'trailer'), ('trailer', 'ROOT', 'trailer'), ('best', 'advmod', 'trailer')]",{}
10.0,A masterpiece,lovric-tanja,"Aug 7, 2023",,masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,This is a cinema masterpiece.,gabrielsiqueira-22528,"Aug 9, 2023",,cinema masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinema masterpiec', 'ROOT', 'masterpiec')]","[('cinema', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Bio-Epic,nihalat-27063,"Jul 27, 2023",,bioepic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bioepic', 'ROOT', 'bioepic')]","[('bioepic', 'ROOT', 'bioepic')]",{}
10.0,Perfect,ghaithelaiwi,"Jul 24, 2023",,perfect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('perfect', 'ROOT', 'perfect')]",{}
10.0,My mind exploding.,raudafitriani,"Jul 20, 2023",,mind explod,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mind explod', 'ROOT', 'explod')]","[('mind', 'compound', 'explod'), ('explod', 'ROOT', 'explod')]",{}
10.0,Wow! What a powerful and engagaing movie!,prberg2,"Jul 29, 2023",,wow power engaga movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('wow power engaga movi', 'ROOT', 'movi')]","[('wow', 'cc', 'movi'), ('power', 'compound', 'engaga'), ('engaga', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
7.0,"Good movie, excellent actors, but for a 'Nolan' bit disappointing.",robertverschoor911,"Aug 4, 2023",,good movi excel actor nolan bit disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good movi', 'nsubj', 'excel')]","[('good', 'amod', 'movi'), ('movi', 'nsubj', 'excel'), ('excel', 'compound', 'disappoint'), ('actor', 'compound', 'disappoint'), ('nolan', 'compound', 'bit'), ('bit', 'compound', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
10.0,J. Robert Oppenheimer The Martyr,yolodvlz,"Jul 21, 2023",,j robert oppenheim martyr,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('j robert oppenheim martyr', 'ROOT', 'martyr')]","[('j', 'compound', 'martyr'), ('robert', 'compound', 'martyr'), ('oppenheim', 'compound', 'martyr'), ('martyr', 'ROOT', 'martyr')]",{'PERSON': 1}
7.0,"Very Good; Technically Great, but Emotionally Lands Just Short of a Classic",HarCarmichael,"Aug 3, 2023",,good technic great emot land short classic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good technic great emot land short classic', 'ROOT', 'classic')]","[('good', 'amod', 'classic'), ('technic', 'amod', 'classic'), ('great', 'amod', 'land'), ('emot', 'nmod', 'land'), ('land', 'nmod', 'classic'), ('short', 'amod', 'classic'), ('classic', 'ROOT', 'classic')]",{}
2.0,Boring AF,replicant-04151,"Jul 31, 2023",,bore af,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('bore', 'ROOT', 'bore'), ('af', 'advmod', 'bore')]",{}
10.0,Exemplary Movie,javed1703,"Jul 21, 2023",,exemplari movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('exemplari movi', 'ROOT', 'movi')]","[('exemplari', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'ORG': 1}
10.0,I am shaken.. this is a masterpiece in every sense of the word!,prasannamr,"Jul 21, 2023",,shaken masterpiec everi sen word,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'dobj', 'shaken'), ('everi sen word', 'dobj', 'shaken')]","[('shaken', 'ROOT', 'shaken'), ('masterpiec', 'dobj', 'shaken'), ('everi', 'amod', 'word'), ('sen', 'compound', 'word'), ('word', 'dobj', 'shaken')]",{'PERSON': 1}
9.0,"Brilliant Performances, Brilliant Direction, but multiple viewings required",talking_about_movies,"Jul 24, 2023",,brilliant perform brilliant direct multipl view requir,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliant', 'nsubj', 'perform'), ('brilliant direct multipl', 'dobj', 'perform'), ('requir', 'dobj', 'view')]","[('brilliant', 'nsubj', 'perform'), ('perform', 'nmod', 'view'), ('brilliant', 'amod', 'multipl'), ('direct', 'amod', 'multipl'), ('multipl', 'dobj', 'perform'), ('view', 'ROOT', 'view'), ('requir', 'dobj', 'view')]",{}
10.0,Oppenheimer is simply the best film of 2023 and one of Nolan's best works,eva3si0n,"Jan 7, 2024",,oppenheim simpli best film one nolan best work,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim', 'nsubj', 'simpli'), ('best film one nolan best work', 'dobj', 'simpli')]","[('oppenheim', 'nsubj', 'simpli'), ('simpli', 'ROOT', 'simpli'), ('best', 'amod', 'film'), ('film', 'nmod', 'work'), ('one', 'nummod', 'nolan'), ('nolan', 'nmod', 'work'), ('best', 'amod', 'work'), ('work', 'dobj', 'simpli')]","{'ORG': 1, 'CARDINAL': 1}"
10.0,Or: Lewis Strauss Meets the Theoretical Physical Godzilla,Quinoa1984,"Jul 24, 2023",,lewi strauss meet theoret physic godzilla,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('lewi strauss', 'nsubj', 'meet'), ('theoret physic godzilla', 'dobj', 'meet')]","[('lewi', 'compound', 'strauss'), ('strauss', 'nsubj', 'meet'), ('meet', 'ROOT', 'meet'), ('theoret', 'amod', 'godzilla'), ('physic', 'amod', 'godzilla'), ('godzilla', 'dobj', 'meet')]",{}
10.0,"There are good films, great films and there's masterpieces. This is the latter.",ChrisMartins1973,"Jul 21, 2023",,good film great film there masterpiec latter,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good film great film', 'ROOT', 'film')]","[('good', 'amod', 'film'), ('film', 'nmod', 'film'), ('great', 'amod', 'film'), ('film', 'ROOT', 'film'), ('there', 'advmod', 'film'), ('masterpiec', 'amod', 'latter'), ('latter', 'appos', 'film')]",{}
6.0,Overly long and overrated,andystevenson9,"Nov 12, 2023",,overli long overr,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('overli', 'advmod', 'overr'), ('long', 'advmod', 'overr'), ('overr', 'ROOT', 'overr')]",{}
10.0,Breathtaking,tpvpbrg,"Nov 18, 2023",,breathtak,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('breathtak', 'ROOT', 'breathtak')]","[('breathtak', 'ROOT', 'breathtak')]",{'PERSON': 1}
7.0,"""Men are Talking-The Movie""",chancehuffman,"Jul 22, 2023",,men talkingth movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('men talkingth movi', 'ROOT', 'movi')]","[('men', 'compound', 'movi'), ('talkingth', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'PERSON': 1}
1.0,Ridiculously over rated,mgsl-20235,"Aug 12, 2023",,ridicul rate,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('ridicul rate', 'ROOT', 'rate')]","[('ridicul', 'compound', 'rate'), ('rate', 'ROOT', 'rate')]",{}
10.0,Nolan's Masterpiece,grigoraaakis-889-295918,"Nov 23, 2023",,nolan masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan masterpiec', 'ROOT', 'masterpiec')]","[('nolan', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{'PERSON': 1}
10.0,Involving and epic,erichcavalcanti,"Jul 23, 2023",,involv epic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('involv', 'ROOT', 'involv'), ('epic', 'advmod', 'involv')]",{}
10.0,The best movie ever...,omlakhani-37-111450,"Dec 31, 2023",,best movi ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best movi', 'ROOT', 'movi')]","[('best', 'amod', 'movi'), ('movi', 'ROOT', 'movi'), ('ever', 'advmod', 'movi')]",{}
10.0,"Oppenheimer is about the internal struggle of a man between his duty as husband, patriot, scientist and human",b_h_89,"Mar 27, 2024",,oppenheim intern struggl man duti husband patriot scientist human,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim intern struggl man duti husband patriot scientist human', 'ROOT', 'human')]","[('oppenheim', 'compound', 'intern'), ('intern', 'compound', 'man'), ('struggl', 'compound', 'man'), ('man', 'compound', 'husband'), ('duti', 'compound', 'husband'), ('husband', 'compound', 'scientist'), ('patriot', 'compound', 'scientist'), ('scientist', 'compound', 'human'), ('human', 'ROOT', 'human')]","{'PERSON': 1, 'ORG': 1}"
10.0,"Brilliantly acted, filmed, written, edited, and delivered.",walshbd-00569,"Jul 21, 2023",,brilliantli act film written edit deliv,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliantli act film written edit deliv', 'ROOT', 'deliv')]","[('brilliantli', 'compound', 'act'), ('act', 'compound', 'film'), ('film', 'compound', 'deliv'), ('written', 'amod', 'deliv'), ('edit', 'compound', 'deliv'), ('deliv', 'ROOT', 'deliv')]",{'ORG': 1}
10.0,Oscar blockbuster IMAX film.,an-03599,"Jul 26, 2023",,oscar blockbust imax film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oscar blockbust imax film', 'ROOT', 'film')]","[('oscar', 'compound', 'film'), ('blockbust', 'nmod', 'film'), ('imax', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
6.0,"Decent, not great",milinskis,"Jul 23, 2023",,decent great,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('decent', 'amod', 'great'), ('great', 'ROOT', 'great')]",{}
10.0,Spectacular,Jessicamtejeda,"Jul 26, 2023",,spectacular,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('spectacular', 'ROOT', 'spectacular')]",{}
7.0,Seriously overrated,allisandisnot,"Mar 13, 2024",,serious overr,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('serious overr', 'ROOT', 'overr')]","[('serious', 'amod', 'overr'), ('overr', 'ROOT', 'overr')]",{}
3.0,Call it 'Nolan' rather than 'Oppenheimer' can make the rating higher,timiark,"Jul 22, 2023",,call nolan rather oppenheim make rate higher,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'dobj', 'call'), ('oppenheim', 'nsubj', 'make'), ('rate', 'nsubj', 'higher')]","[('call', 'advcl', 'make'), ('nolan', 'dobj', 'call'), ('rather', 'advmod', 'call'), ('oppenheim', 'nsubj', 'make'), ('make', 'ROOT', 'make'), ('rate', 'nsubj', 'higher'), ('higher', 'ccomp', 'make')]",{'ORG': 2}
